ols,ridge,lasso,elastic,knn_5,knn_10,knn_15
0.0,0.0,0.25321160194605,0.5297486101817281,0.0,0.045056638799890684,0.17198314907233103
0.0,0.0,0.21653991119222415,0.6123125734555248,0.0,0.17114751535225112,0.0
0.0,0.0,0.7084262484600434,0.0,0.14384322318159876,0.0,0.14773052835835782
0.0,0.0,0.1300803960836729,0.6547864525664491,0.14744177943141487,0.032606086325016215,0.03508528559344693
0.0,0.0,0.0,0.8315327312481078,0.0,0.1684672687518921,0.0
0.026579613581559528,0.0,0.6709773726263305,0.0,0.09400459602500891,0.1869640073198827,0.021474410447218498
0.0,0.0,0.0,0.8480544399250054,0.15194556007499457,0.0,0.0
0.0,0.0,0.17344412925641173,0.6249961484887677,0.05943819860309698,0.0,0.14212152365172356
0.0,0.0,0.0,0.835304377220681,0.0,0.16469562277931907,0.0
0.0,0.0,0.5458990201152923,0.07234611366994727,0.11042171155422474,0.0,0.2713331546605357
0.0,0.0,0.5003304428272417,0.0,0.0,0.062238317491456856,0.43743123968130143
0.7459828586496804,0.0,0.25401714135031955,0.0,0.0,0.0,0.0
0.0,0.0,0.6800977680023506,0.0,0.056427506138919725,0.20754731837415202,0.05592740748457774
0.0,0.0,0.0,0.7935506228664325,0.08645654148823992,0.0,0.11999283564532756
0.0,0.0,0.6288249595193484,0.32536847005090863,0.0140623740977416,0.0,0.03174419633200145
0.0,0.0,0.3708608828127471,0.22524936549981264,0.10018572538667046,0.0,0.30370402630076976
0.0,0.0,0.6805381402809554,0.0,0.023199426326362016,0.23513255445990777,0.06112987893277491
0.0,0.0,0.0,0.7399789601032892,0.0,0.21468093256551293,0.04534010733119783
0.0,0.0,0.0,0.7219901211111557,0.024593000346323085,0.13222873953717013,0.1211881390053511
0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.7647989541280735,0.0,0.0,0.2352010458719265,0.0
0.0,0.0,0.624393967349376,0.0,0.05402676938384898,0.0,0.321579263266775
0.0,0.0,0.640628598217986,0.0,0.0,0.0,0.359371401782014
0.0,0.0,0.0,0.7088743791537958,0.29112562084620425,0.0,0.0
0.0,0.0,0.8509486311108752,0.0,0.11479275521474076,0.0,0.03425861367438408
0.0,0.0,0.0,0.7946924123067041,0.08268210695100388,0.0,0.12262548074229206
0.0,0.0,0.34969558555708297,0.2378778948729344,0.0,0.0,0.41242651956998266
0.26139353207619,0.0,0.6655096092439149,0.0,0.0,0.0,0.0730968586798952
0.27915540410259027,0.0,0.0,0.25454162025939314,0.08286370179921042,0.1253253623414401,0.2581139114973662
0.23047971457514732,0.0,0.6305206210377391,0.0,0.0,0.0,0.1389996643871136
0.0,0.0,0.752422264101478,0.0,0.0,0.1819628730337397,0.06561486286478234
0.4627288853288511,0.0,0.3131316345274577,0.0,0.0,0.06603409304588768,0.1581053870978036
0.0,0.0,0.0,0.8125003873233022,0.058607670380295185,0.0,0.12889194229640263
0.0,0.0,0.0,0.456934152552002,0.1086500705222622,0.0,0.43441577692573585
0.40722264141742154,0.0,0.22359645069812134,0.0,0.09251248435593566,0.0,0.2766684235285215
0.11293405737409884,0.0,0.6367888678534098,0.0,0.0,0.0,0.2502770747724914
0.0,0.0,0.0,0.8235823508993761,0.0,0.14750940414428293,0.028908244956340878
0.6388331557933785,0.0,0.3149649704351874,0.0,0.0,0.0,0.04620187377143412
0.0,0.27009766817012754,0.715113516745341,0.0,0.0,0.014788815084531452,0.0
0.0,0.0,0.5343526516128608,0.0,0.0,0.0,0.4656473483871392
0.0,0.0,0.0,0.8646506781394262,0.0,0.0,0.13534932186057388
0.0,0.0,0.5385937728378983,0.35461271700266145,0.0,0.1067935101594402,0.0
0.7840866597349492,0.0,0.2159133402650508,0.0,0.0,0.0,0.0
0.0,0.0,0.5971290478222393,0.0,0.0787613235782942,0.031862233330846194,0.29224739526862037
0.0,0.0,0.0,0.5529360244870957,0.0,0.0,0.4470639755129044
0.0,0.0,0.6055708461352579,0.0,0.0,0.12362884763844427,0.2708003062262978
0.2511161109292546,0.0,0.11095703397119766,0.24659509824456985,0.0,0.1658942418417301,0.22543751501324782
0.6634111618104249,0.0,0.09532846260128988,0.0,0.03282732213993583,0.0,0.2084330534483494
0.5010242103537395,0.0,0.1831210712615777,0.0,0.0,0.097373476398619,0.2184812419860639
0.46620731603322474,0.0,0.3252623375333123,0.0,0.13675366966239272,0.0,0.07177667677107041
0.2556970935866112,0.0,0.3413447608101101,0.0,0.13594758342665522,0.026718938876117468,0.2402916233005061
0.0,0.0,0.24742524490946488,0.5290004827250169,0.17760975372344592,0.0,0.04596451864207243
0.0,0.0,0.7061343752449943,0.13918016506211933,0.045706658655000995,0.10897880103788535,0.0
0.0,0.0,0.672496253795443,0.0,0.05307904354739422,0.2744247026571628,0.0
0.34170708953885004,0.0,0.0,0.30626895954075795,0.11102773280176183,0.0,0.24099621811863028
0.0,0.0,0.5902574498393882,0.0,0.21033021047746475,0.0,0.19941233968314706
0.0,0.0,0.6709773215102414,0.0,0.019370876163033495,0.24133885299344818,0.068312949333277
0.0,0.0,0.0,0.8942043837086736,0.018426403487849213,0.0,0.08736921280347718
0.0,0.0,0.5545076563318727,0.08867147725927078,0.03256439356124387,0.0,0.3242564728476126
0.44787348617724554,0.0,0.33531039397981066,0.0,0.05279229936931815,0.1265987527002835,0.03742506777334214
0.5283837719078529,0.0,0.12124373319439005,0.040897670750950604,0.0,0.3094748241468064,0.0
0.4755794313846389,0.0,0.31605027207040887,0.0,0.0,0.0,0.20837029654495234
0.0,0.0,0.728175872870971,0.0,0.14640076983912365,0.0,0.12542335728990542
0.39890428372095355,0.0,0.2713422163582465,0.0,0.17077429395082874,0.0762390584573957,0.08274014751257547
0.5202223310189548,0.0,0.3283917682552863,0.0,0.13587042908350028,0.0,0.015515471642258671
0.0,0.0,0.29090715651654975,0.43970517265172526,0.0,0.269387670831725,0.0
0.0,0.0,0.27520731178909125,0.4784077537836403,0.05165632147384,0.02943399087784508,0.1652946220755834
