ols,ridge,lasso,elastic,knn_5,knn_10,knn_15
0.2731488398220242,0.27221409339909686,0.1838829027383892,0.23939401768918928,0.0,0.0,0.03136014635130041
0.2712740777028165,0.2706710678643323,0.1884851400920139,0.24276536363009382,0.0,0.015203592082005817,0.011600758628737702
0.2768661777887165,0.27601373317722666,0.18871420667651248,0.23532153132158462,0.0,0.0,0.023084351035959873
0.2576744731497004,0.25734060138684883,0.212235265266278,0.24047927383288434,0.0,0.0,0.032270386364288445
0.2587294801329006,0.2582774864629572,0.21902166495161154,0.2454889696102979,0.0,0.0,0.018482398842232822
0.263132795833764,0.2626227248989129,0.20527509855536033,0.2383414545019117,0.0,0.0,0.030627926210051157
0.27524498012983134,0.27427268818768524,0.1929266056510343,0.2351723712767222,0.0,0.0,0.02238335475472683
0.26561766735457665,0.26469870271105916,0.20235463365464082,0.24263085915328142,0.0,0.0,0.024698137126441942
0.2781860086428449,0.2773799502383199,0.19459335694846633,0.2359094280280021,0.0,0.0,0.013931256142366823
0.2738823098771232,0.27287473236805165,0.19819368428888298,0.2413237665899016,0.0,0.0,0.013725506876040613
0.2753408718390475,0.27435818502911186,0.20035102499080373,0.24994991814103695,0.0,0.0,0.0
0.2851274964052313,0.28389635838725946,0.18494570393399926,0.24603044127350998,0.0,0.0,0.0
0.2733043257167249,0.2726113489135634,0.20817826803519154,0.2459060573345202,0.0,0.0,0.0
0.26861342456618925,0.26779879949479013,0.20290148038744601,0.24150192162252446,0.0,0.0,0.01918437392905023
0.2625139902281905,0.2619411826675015,0.22777641262686676,0.24776841447744138,0.0,0.0,0.0
0.27716197448965074,0.27606714245847047,0.17800954008320766,0.24227817882485686,0.0,0.0,0.026483164143814332
0.2680391089505702,0.2672163099009119,0.21636191824048234,0.24838266290803557,0.0,0.0,0.0
0.269212624729944,0.2685029264036751,0.18920327456918487,0.2370024135865132,0.0,0.0360787607106827,0.0
0.279507466899498,0.2784378675664595,0.18802918351437628,0.24171618875641873,0.0,0.0,0.012309293263247383
0.2720896082949474,0.27103759621949536,0.2088884121228939,0.24798438336266326,0.0,0.0,0.0
0.27701375924526356,0.27594955496895285,0.16780723108549112,0.23786317980166963,0.0,0.0,0.04136627489862283
0.2740359855170729,0.2732486654400071,0.1982098434219408,0.24419029945921325,0.0,0.0,0.010315206161765926
